"Frecuencia,""Transaccionalidad"",""Ingresos"""
5,62.88,750
18,2490.14,980
11,1474.74,371
19,1701.43,860.69
41,1935.85,968.12
4,1062.84,830.58
17,1348.88,791.16
21,2462.04,150
21,1657.59,807.63
8,1354.49,942.21
17,5838.7,2054.58
1,0.11,0
12,1439.21,819
6,580.77,1374
47,3418.83,819.16
3,600.37,1633.33
15,383.53,180
10,1609.38,819.16
13,1720.62,725
7,262.91,150
24,1660.74,156.78
19,3075.74,838.37
7,321.47,180
18,1858.38,654.39
10,3121.5,0
22,31193.87,860.69
15,968.3,2860
9,4272.23,2200
28,14605.08,998.86
22,9007.61,753
20,2444.87,739.35
60,4084.34,150
12,6746.79,1400
9,1681.51,158
1,0.41,0
31,4098.3,833.77
2,468.18,457.22
15,2191.89,1003
32,2083.9,849.15
16,2878.66,1130.61
8,759.65,1374.66
17,1606.94,907.63
1,0.02,0
21,3895.1,1723.74
14,1790.48,1460.28
23,4900.67,1006
39,8678.31,2697.67
3,2418.59,1438.46
3,678.95,998.7
11,1608.72,15879.02
30,2467.16,954.51
1,0.02,1300
8,1463.23,833
6,1621.08,937
1,0.32,990
17,2849.14,1086.13
2,19.71,0
14,2040.61,1006.12
24,1565.02,819.16
18,2895.08,1769
5,183.01,1200
1,0.02,280
24,1874.35,969.12
18,1472.42,160
3,14170.2,567
12,1534.36,1230
1,0.07,0
6,1347.47,0
13,8878.52,1410
16,2695.61,986.03
2,0.04,2660
4,823.32,1611.66
27,3611.04,1093.62
30,2714.78,1234.42
2,50.13,0
12,1232.79,2767.66
1,0.02,0
1,0.03,2300
5,161.48,1000
42,32818.84,954.51
12,2737.75,819.16
15,2430.93,468.38
15,1450.47,1141.71
15,930.01,1366.5
16,3064.62,1110.61
19,1136.32,158
24,2248.17,937
36,1926.29,819.16
13,2475.69,819
22,1294.04,2415
18,1693.05,156
19,4025.54,8000
31,1663.76,807.63
33,3484.29,765.68
23,6210.39,1133
10,1499.35,500
13,1732.69,849.15
5,4046.45,705.73
6,1681.5,962.65
5,925.51,3724
16,4274.55,727.55
27,5860.18,158
9,1747.15,849.15
13,2454.18,150
12,2498.04,675
10,3306.02,1384
1,0.02,800
18,1789.48,888.37
62,5469.74,880.73
19,2704.49,1257.49
18,1558.28,1352.08
2,1.07,0
2,19.72,0
1,0.03,315
9,303.42,180
9,1330.57,819.16
24,4098.51,0
18,1561.28,849.15
15,1630.08,1090
5,255.98,930.61
31,3853.62,1872.02
1,0.02,5100
26,2376.04,740
18,1946.37,873.39
15,706.81,427.87
38,15659.25,833.77
1,0.02,380
3,732.96,560
2,1.71,1200
1,0.02,1787.14
6,207.81,158
1,0.02,180
4,264.92,864
4,240.97,1022.18
10,2338.35,1700
34,1502.4,807.63
14,1788.63,819.16
13,2102.8,1494.22
6,952.74,1570
19,1821.09,860.69
15,640.07,920
24,2703.93,1130.61
16,1193.61,636.44
14,1276.21,819.16
2,19.79,641.82
15,7636.64,5863.47
21,2021.8,868.53
2,30.11,0
12,921.25,733.6
16,1871.87,1640.77
26,3421.59,1000
10,965.82,324
10,2089.2,6500
5,247.58,150
5,61.92,900
6,1017.76,668
2,19.72,3200
4,2239.4,1214.43
4,672.01,819.16
1,0.38,3561.25
13,1438.41,636
17,417.74,180
8,17542.32,1418.97
11,292.16,178
24,1742.38,810.69
11,2169.14,833.77
8,1407.63,680.32
1,0.02,551.59
5,152.11,1270
8,1759.46,1108.26
22,2553.76,744.18
13,1619.54,869.92
12,5443.84,1587
10,7923.14,721.43
2,19.71,1110
32,3427.89,746.22
7,243.45,150
21,1244.81,158
10,247.09,158
11,1749.03,937
13,1449.69,160
27,2883.42,730
16,1833.95,723.27
53,2679.44,1251.8
1,0.02,3079.17
4,726.03,3830
24,2032.93,849.15
12,2581.2,1097
29,2004.87,864.82
7,3704.21,1124.98
51,2208.66,0
28,8666.3,807.63
9,234.71,158
6,1805.89,1444.4
1,0.04,1500
17,1691.53,833
21,2231.94,2008.21
8,23367.43,888.37
5,23.2,150
36,5267.09,986.03
11,6965.84,649.47
2,91.89,0
12,1621.47,860.69
1,0.02,7800
10,1762.28,850
43,5301.84,969.12
8,316.92,150
2,0.04,700
2,19.71,1154
7,259.95,1022.18
16,3353.88,680
1,0.02,1019
17,1999.77,1620
35,2345.65,900
1,0.02,6050
3,30.01,1210
19,1784.67,791.31
5,501.86,0
27,2217.75,1737.59
20,3967.71,1749
34,1562.07,807.63
4,439,364.52
42,2814.57,0
6,1923.09,807.63
38,2466.76,807.63
38,15821.86,1648.19
11,1829.38,1217
23,2075.16,1886.03
15,3209.52,1481.6
19,4836.41,807.63
7,61723.85,2150
3,0.6,647.42
5,1199.68,797
4,317.8,150
27,2184.85,1003.72
10,1638.66,156
4,94.98,521
6,1470.09,961.56
2,100.04,1055.91
21,2551.77,772.52
9,1051.37,696.47
18,796.73,1163.18
9,1015.79,835
2,1000.84,3040.86
17,1834.97,833.77
12,2022.32,525
24,5420.11,156
46,1878.19,178
4,43.14,1331.76
1,0.02,1750
3,819.47,1228.33
33,5663.41,694.21
51,9867.39,849.15
13,2427.49,849.15
1,0.02,976.63
8,1633.87,819.16
10,1328.63,905
26,856.74,807.63
2,241.98,3882.96
8,536.48,1265.41
37,2010.13,849.15
6,455.76,1003.72
1,0.02,4350
2,19.71,0
32,1742.71,739.43
23,1499.17,849.15
8,475.92,800
3,41.96,0
11,1093.13,920.67
21,1771.58,1003
10,858.02,568.07
7,1792.46,0
9,1487.21,815.74
19,14155.13,849.32
1,0.02,2500
4,3.79,466.05
18,3410.36,2880
14,1101.75,1085.94
14,1066.61,602.89
4,123.14,0
3,2.33,2100
27,2397.75,0
2,0.68,810
18,11524.51,1270
15,2498.21,1003.72
10,1519.23,658.44
22,1901.76,815.22
4,180.77,280
9,250.09,158
17,1608.82,807.63
21,2411.62,741.56
26,1787.3,967.12
10,2339.87,1216.55
4,229.34,158
19,7200.92,1372.94
7,324.19,738.26
37,4607.75,0
23,1556.22,513.4
11,1645.68,860.69
1,0.02,1550
10,545.82,158
31,2268.46,860
24,2455.08,156
10,893.96,1137.59
15,620.99,158
17,2633.67,819
6,907.62,2000
7,3406.26,982.79
2,35,1857
5,1626.26,2516.67
16,1273.26,859.69
14,1032.2,900
25,1968.57,874.53
35,4717.23,1003.72
6,1627.21,1018.66
20,1314.02,597.13
2,1.03,3880
1,0.31,1475
10,1646.28,819.16
22,2137.39,929.16
1,0.02,1900
4,79.49,702.48
1,0.02,700
9,696.6,746
7,1535.67,750.05
23,2077.01,1130.61
25,8251.57,1050
23,1762.82,1564.12
4,2204.81,828.37
12,272.37,150
4,863.25,0
2,20,3000
12,2760.89,874.53
9,928.31,150
4,240.35,1204.16
14,1618.98,807.63
2,0.04,823.94
8,1727.56,904.42
9,508.43,800
1,1.7,1700
2,104.34,1242.93
1,1.55,0
19,3337.05,1200
2,0.08,800
3,877.31,430
1,0.01,2090
40,26279.69,807.63
38,2480.77,849.15
8,2030.98,702.21
22,1426.95,158
40,3638.83,964.25
5,593.93,4950
15,2218.14,720
3,127.77,0
2,19.71,764
45,2494.77,1207.29
11,1594.5,150
5,731.68,578.4
4,141.65,650
2,0.04,2700
8,299.27,150
9,3011.92,1120
1,0.93,750
14,1436.34,158
28,598.38,0
15,8392.38,1048.26
16,593.63,452.29
15,1293.69,812.63
13,6061.48,1192
1,0.02,1200
35,6199.93,849.15
1,0.02,1948
2,80,6200
5,47.12,1420
2,1.02,1786.12
4,108.38,1170
4,968.12,463.67
22,127886.16,1305
5,4755.94,1060.55
13,1811.48,3259.94
1,0.31,0
5,48.52,3872
6,2050.68,0
9,1724.84,1820
3,178.63,178
32,2063.48,802.56
30,8983.68,0
17,2642.79,1256.49
5,893.21,969.12
6,276.26,155
4,910.59,1365
3,333.73,472
1,0.02,2253.02
20,2477.62,986.03
3,40.05,0
1,0.05,1132
26,2082.19,1118
23,1259.73,611.53
3,70.03,1198
1,0.02,4600
36,10475.73,639.09
3,996.72,700
3,363.3,1637.75
16,3581.98,833.77
9,1251.07,954.32
2,19.71,934
6,950.03,1925
23,1626.93,816.16
29,2691.61,615
28,1733.03,686.04
44,8099.2,969.12
5,220.19,178
2,0.04,600
3,157.81,150
13,2210.99,1022.18
4,203.54,0
39,1966.77,904
17,2700.58,158
1,0.02,180
35,10353.23,819.16
48,3007.9,819.16
17,1477.32,661.4
40,2128.69,833.77
15,1678.02,158
15,3200.72,874.65
3,2.94,600
4,262.99,150
38,4244.73,969.12
37,2011.34,4073.5
20,1433.47,3293.93
14,1925.75,864.3
6,77.25,0
7,1434.03,1755.93
12,1228.86,904.52
8,1569,800
4,230.77,150
2,19.71,0
10,3117.35,1090.62
78,27586.74,739
15,1948.72,930
6,1035.4,0
2,400.46,1326
30,3048.57,1200
10,2656.56,1165.76
34,5274.07,819.16
17,4162.8,1623.35
7,244.38,1003.72
22,1617.78,869.15
45,5013.13,555.88
12,1622.5,565.27
1,0.02,1550
1,0.02,550
23,3836.39,807.63
5,1020.47,1100
16,1733.37,340.66
1,0.02,7690
13,3481.27,1629.41
5,3148.57,1955
2,19.71,150
10,2170.53,833.77
1,0.02,1797.09
3,1097.47,650
21,1879.49,888.37
4,199.56,1003.72
5,223.43,917.73
11,2058.96,1130.61
18,4916.59,156
17,1634.1,0
5,936.58,690.79
5,218.99,248
16,1407.58,807.63
21,7684.56,818.55
4,6240.86,0
24,890.97,150
1,0.02,650
31,3134.51,1783.4
14,1814.45,1360
27,2345.74,986
26,11550.57,1055.66
1,0.02,1250
13,1521.67,937.59
43,7618.65,849.15
12,1084.72,849
57,5122.89,1130.61
6,390.34,1500
1,0.02,210
34,1997.89,100
12,2870.71,1003.72
28,4732.11,1543.58
15,1777.95,627
7,1149.7,860.69
38,2526.93,0
11,275.13,158
2,10.1,158
2,24,1056
30,2063.11,969.16
23,1576.13,849.15
35,944.79,510.46
7,1463.04,150
9,11075.86,1003.72
1,0.07,8180
7,840.78,1220
37,9180.63,1110.43
15,1751.98,937.59
9,849.39,827.63
2,0.1,2500
22,1845.96,150
23,2767.63,1257.49
9,2062.57,1275.84
1,0.02,1400
27,7987.9,2147
19,3231.72,1059
1,0.06,2200
9,1523.98,800
10,4843.14,1003.72
29,3106.48,2287.49
6,509.72,861.13
19,2977.99,1234
19,3018.68,1200
2,1.02,200
3,20.5,3790.27
8,440.17,889.37
6,4954.14,1800
10,790.49,938.32
13,1710.92,980
11,1977.3,1470
16,2240.95,833.77
5,696.12,500
3,42.79,978.61
13,1527.77,665.6
19,3301.07,156.78
15,1869.49,1079.43
15,1808.29,833.77
11,2367.73,2400
4,30.33,950
13,1375.69,1343
14,848.95,1202.24
28,20831.33,160
11,314.89,150
13,355.28,150
13,2734.05,1014
1,0.02,10
9,1162.1,1229
1,0.02,700
32,3938.73,3223.69
1,0.02,500
13,2041.91,1802.2
13,2123.22,1042.13
9,1828.77,1585
12,1730.53,977.95
9,646.69,526
23,2692.07,920.67
3,2.19,0
12,372.66,2691.6
25,2231.07,1068.56
4,704.12,1000
39,2341.54,1910
29,3017.14,1482.04
2,0.04,0
7,280.01,203
5,979,792
3,37.47,74
1,0.02,1200
26,5386.35,950
18,1242.93,620
14,1079.33,739.45
9,94.62,1710
19,4649.96,1544.52
9,2325.52,819
2,69.76,0
19,2219.13,812.51
1,0.02,1500
1,0.13,400
7,893.18,819.16
22,962.02,366.05
8,675.15,430
19,956.18,493
9,945.13,1022
29,5697.2,553
2,19.71,1450
8,368.18,208
7,2128.2,1530
29,2478.71,937.59
26,2272.51,874.53
35,5150.68,833.83
35,1444.65,737.18
1,0.31,0
13,2173.59,1138.49
33,1645.41,900
4,1007.27,0
8,927.79,1028.77
24,8899.1,698.18
19,1729.67,747
38,6525.86,812.99
15,1614.37,944.1
6,204.84,928.89
26,3563.4,859.58
17,766.21,534
3,200.15,1894
11,1902.24,1115
17,1368.93,1059.75
5,454.2,800
3,56.54,655
2,1029.32,2900
2,35.04,950
1,0.02,350
1,0.03,0
19,7731.88,833.77
7,169.14,258
13,474.78,280
3,595.66,531
5,47.12,2206
1,0.02,1080
14,1119.78,852
17,1454.06,649
30,1424.22,1029
17,1946.67,694.61
3,219.84,0
1,0.35,471.27
3,127.51,0
7,1439.01,1827.99
2,19.71,1022.18
4,951.95,1031.95
21,1843.07,150
3,132.35,0
5,71.59,1385.6
31,1904.25,1254.51
8,2957.99,1722.17
19,496.81,248
4,317.8,150
9,290.81,158
21,2595.29,1620
15,4840.37,849.15
9,392.12,1000
14,2103.99,833.77
12,779.54,807
24,7253.49,1730.69
2,19.71,900
1,0.01,0
8,659.31,542.27
25,8458.45,1257.49
7,2422.82,1595.56
7,573.17,574.62
12,2994.28,685.16
2,19.77,2700
13,1317.87,782.11
13,1856.8,750
1,0.02,0
16,341.36,150
28,2484.6,1070.13
2,1000.05,1500
13,1619.76,807.63
7,5174.11,657.54
17,949.27,807.63
11,1509.87,799.24
8,2202.45,653.66
22,2341.33,0
22,1616.96,860.69
25,3178.01,1300
11,300.67,150
7,605.31,496.22
17,1807.93,691.57
1,0.43,0
20,1201.26,900
10,6437.86,0
2,93.92,518.43
3,3.23,1537.5
9,301.55,728
2,19.71,1200
7,2135.91,1090.62
13,1791.04,676.05
34,1386.82,819
4,744.8,489.99
9,2852.83,0
29,16230.38,860.69
10,619.98,461.95
15,1657.99,600
6,224.09,158
14,2931.94,1700
1,0.02,0
44,4876.94,807.1
2,19.71,0
1,0.01,0
6,558.91,986.03
14,10447.1,120
3,30.33,954
9,2776.01,692.88
9,1675.97,709.72
9,2018.62,1447.75
6,319.96,1090.62
6,923.19,1180
12,3049.24,1579.16
3,0.17,1850
5,658.95,412.71
3,1048.35,2082.35
15,1727.45,890.62
26,5681.57,849.15
17,3686.06,900
2,19.72,0
19,1263.05,819.16
5,796.09,1002.54
17,1616.39,849.15
2,19.71,2184
17,3593.32,1770.11
4,218.43,0
23,1924.76,672
5,723.91,429
24,1501.8,823.18
6,239.12,800
21,1083,481
1,0.02,800
20,2290.51,1077.29
4,3000.08,816.32
39,12931.52,1104
7,65038.42,400
3,11.03,1570
53,5219.16,620.87
16,2029.7,601.67
15,1667.47,819.16
7,291.78,897
7,1700.43,860.69
12,3316.91,1200.32
38,2298.43,819.16
2,30,7733
28,2431.29,849.15
2,29.82,0
16,6048.14,833
28,1278.26,150
1,0.09,0
13,6014.16,1865.36
9,54.09,80
48,2917.97,1304.4
1,0.31,0
22,5481.65,1000
18,2235.65,1097.28
26,1756.3,974.01
32,5386.84,860.69
20,1666.35,800
18,1602.17,867.81
22,2127.54,849.15
1,0.02,1268
13,2398.79,927.29
2,767.66,355
1,0.02,559
20,2025.78,1566.2
13,792.96,800
9,17443.39,675.1
19,2086.29,1022.18
3,540.05,744.57
27,8183.27,1022.18
8,866.76,808
3,202.73,1550
4,211.45,653
16,11132.5,1145.22
15,1013.9,710.04
2,19.71,0
4,361.79,400
30,1861.91,2230
17,1611.75,807.63
3,76.53,990
15,3290.4,859.8
1,0.02,830
12,2133.33,0
1,0.02,150
9,2578.3,0
17,2025.33,1132.49
1,0.02,3700
10,198.4,1820.26
10,5256.06,158
11,1362.99,732.1
35,1876.16,807.63
2,250.54,1360
10,3683.56,1048
